[2022-03-10 01:21:24,335][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:25,089][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:25,682][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:26,198][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:26,698][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:27,226][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:27,731][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:28,317][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:28,877][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:29,443][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:30,013][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:30,569][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:31,123][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:31,689][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:32,251][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:32,882][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:33,430][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:33,990][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:34,604][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:35,199][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:35,869][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:36,542][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:37,185][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:37,824][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:38,470][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 01:21:39,168][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
