[2022-03-10 14:01:27,628][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:28,270][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:28,863][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:29,446][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:30,055][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:30,656][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:31,274][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:31,903][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:32,499][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:33,054][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:33,600][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:34,175][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:34,727][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:35,261][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:35,782][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:36,359][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:36,931][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:37,493][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:38,049][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:38,600][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:39,240][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:39,833][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:40,439][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:41,037][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:41,594][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:42,165][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:42,741][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:43,320][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:43,945][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:44,539][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:45,115][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:45,725][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:46,337][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:46,895][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:47,475][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:01:48,066][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
