[2022-03-10 19:02:59,821][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:00,920][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:02,039][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:03,156][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:04,299][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:05,468][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:06,654][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:07,852][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:09,088][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:10,307][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:11,532][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:12,738][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:13,963][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:15,223][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:16,485][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:17,725][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:19,082][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:20,465][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:21,884][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:23,290][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:24,576][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:25,812][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:27,042][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:28,313][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:29,541][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:30,797][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:32,024][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:33,293][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:34,545][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:35,943][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:37,259][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:38,568][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:39,886][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:41,162][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:42,395][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:43,734][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:45,014][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:46,378][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:47,761][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:49,118][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:50,445][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:51,743][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:52,978][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:54,298][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:55,496][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:56,659][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:57,899][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:03:59,106][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:00,372][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:01,612][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:02,915][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:04,199][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:05,460][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:06,724][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:08,111][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:09,392][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:10,663][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:11,930][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:13,217][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:14,455][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:15,708][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:16,923][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:18,146][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:19,449][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:20,745][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:22,030][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:23,337][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:24,588][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:25,880][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:27,143][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:28,364][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:29,581][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:30,833][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:32,070][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:33,306][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:34,552][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:35,742][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:36,940][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:38,178][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:39,382][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:40,589][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:41,776][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:42,968][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:44,189][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:45,391][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:46,605][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:47,806][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:49,054][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:50,356][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:51,631][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:52,950][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:54,238][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:55,478][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:56,704][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:57,977][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:04:59,219][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:05:00,525][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:05:01,716][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:05:02,987][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:05:04,173][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 19:05:05,383][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
