[2022-03-10 14:04:08,240][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:09,021][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:09,719][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:10,423][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:11,130][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:11,813][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:12,523][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:13,265][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:13,992][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:14,688][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:15,399][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:16,098][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:16,803][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:17,557][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:18,284][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:18,990][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:19,693][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:20,398][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:21,141][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:21,877][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:22,611][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:23,349][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:24,093][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:24,813][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:25,544][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:26,236][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:26,925][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:27,668][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:28,386][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:29,149][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:29,875][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:30,562][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:31,240][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:31,933][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:32,650][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:33,371][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:34,118][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:34,867][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:35,636][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:36,435][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:37,256][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:38,023][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:38,826][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:39,650][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:40,529][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:41,342][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:42,178][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:42,920][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:43,679][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:44,417][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:45,142][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:45,845][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:46,546][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:47,300][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:48,027][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:48,770][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:49,528][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:50,229][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:51,037][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:51,786][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:52,548][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:53,342][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:54,083][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:54,872][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:55,681][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:56,533][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:57,510][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:58,509][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:04:59,396][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:00,215][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:00,981][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:01,748][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:02,500][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:03,236][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:04,105][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:04,892][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:05,748][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:06,786][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:08,070][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:08,887][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:09,825][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:10,831][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:11,629][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:12,415][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:13,141][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:13,910][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:14,816][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:15,767][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:16,680][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:17,560][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:18,582][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:19,984][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:23,458][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:26,859][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:30,377][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:33,862][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 14:05:37,271][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
