[2022-03-10 16:53:32,282][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:53:43,093][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:53:54,097][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:54:05,095][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:54:17,016][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:54:28,809][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:54:41,074][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:54:53,464][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:55:05,814][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:55:17,331][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:55:28,982][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:55:40,886][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:55:52,873][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:56:04,981][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:56:16,520][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:56:28,012][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:56:39,462][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:56:51,075][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:57:02,372][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:57:13,872][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:57:25,846][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:57:37,578][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:57:49,067][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:58:00,448][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:58:12,172][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:58:23,965][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
