Wall time,Step,Value
1648837477.796204,34002,416.3999938964844
1648837490.186356,36002,416.3999938964844
1648837502.717561,38002,416.3999938964844
1648837514.848716,40002,420.6000061035156
1648837527.37843,42002,420.6000061035156
1648837539.956796,44002,429.1000061035156
1648837552.5218282,46002,431.5
1648837565.061617,48002,431.5
1648837577.6345758,50002,431.5
1648837641.9517062,52002,432.3999938964844
1648837705.481998,54002,432.3999938964844
1648837771.809417,56002,436.6000061035156
1648837858.525561,58002,448.29998779296875
1648837948.414038,60002,453.20001220703125
1648838039.9958699,62002,453.20001220703125
1648838129.583715,64002,459.6000061035156
1648838216.983978,66002,459.6000061035156
1648838304.537376,68002,470.70001220703125
1648838392.2461681,70002,477.70001220703125
1648838480.2817762,72002,480.1000061035156
1648838568.703072,74002,480.1000061035156
1648838655.576778,76002,481.8999938964844
1648838742.423177,78002,481.8999938964844
1648838829.500504,80002,481.8999938964844
1648838916.92033,82002,481.8999938964844
1648839004.7991328,84002,481.8999938964844
1648839092.562967,86002,481.8999938964844
1648839180.164377,88002,481.8999938964844
1648839268.1048121,90002,481.8999938964844
1648839355.917941,92002,481.8999938964844
1648839443.806617,94002,481.8999938964844
1648839531.548012,96002,481.8999938964844
1648839619.02352,98002,481.8999938964844
1648839702.229446,100002,481.8999938964844
1648839765.489865,102002,481.8999938964844
1648839829.3375921,104002,481.8999938964844
1648839889.8419998,106002,481.8999938964844
1648839951.432278,108002,481.8999938964844
1648840013.326134,110002,481.8999938964844
1648840075.2301598,112002,481.8999938964844
1648840137.54832,114002,481.8999938964844
1648840199.46821,116002,481.8999938964844
1648840260.917778,118002,481.8999938964844
1648840322.373552,120002,481.8999938964844
1648840383.280364,122002,481.8999938964844
1648840444.5042188,124002,481.8999938964844
1648840505.5269818,126002,481.8999938964844
1648840566.45473,128002,481.8999938964844
1648840627.2355871,130002,481.8999938964844
1648840687.767977,132002,481.8999938964844
1648840748.592268,134002,481.8999938964844
1648840809.7712262,136002,481.8999938964844
1648840870.8275352,138002,481.8999938964844
1648840931.903452,140002,481.8999938964844
1648840993.039758,142002,481.8999938964844
1648841054.347169,144002,481.8999938964844
1648841115.691326,146002,481.8999938964844
1648841177.0599391,148002,481.8999938964844
1648841238.391813,150002,481.8999938964844
1648841299.623819,152002,481.8999938964844
1648841361.003623,154002,484.5
1648841422.344128,156002,484.70001220703125
1648841483.6536262,158002,501.70001220703125
1648841545.1200929,160002,509.1000061035156
1648841605.6968179,162002,509.1000061035156
1648841666.924272,164002,510.5
1648841727.9880471,166002,510.5
1648841788.8699641,168002,510.5
1648841849.5083892,170002,522.0
1648841910.172698,172002,522.0
1648841971.0636969,174002,522.0
1648842031.99067,176002,522.0
1648842092.802156,178002,528.0999755859375
1648842153.76811,180002,528.0999755859375
1648842214.688711,182002,528.0999755859375
1648842275.628839,184002,528.0999755859375
1648842336.726296,186002,528.0999755859375
1648842397.955125,188002,528.0999755859375
1648842459.141741,190002,528.0999755859375
1648842520.190003,192002,528.0999755859375
1648842581.434409,194002,528.0999755859375
1648842642.376958,196002,528.0999755859375
