[2022-03-10 16:01:32,907][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:01:37,364][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:01:41,783][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:01:46,314][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:01:50,842][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:01:55,427][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:02:00,091][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:02:04,750][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:02:09,425][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:02:14,137][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:02:18,758][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:02:23,299][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:02:27,823][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:02:32,273][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:02:36,737][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:02:41,297][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:02:45,836][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:02:50,311][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:02:54,730][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:02:59,128][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:03:03,604][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:03:07,984][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:03:12,402][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:03:16,786][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:03:21,140][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:03:25,569][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:03:30,002][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:03:34,540][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:03:38,979][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:03:43,561][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:03:47,975][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:03:52,385][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:03:56,745][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:04:01,029][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:04:05,318][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:04:09,470][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:04:13,545][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:04:17,695][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:04:21,828][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:04:25,910][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:04:30,119][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
[2022-03-10 16:04:34,224][root][INFO] - Summary name Training Loss is illegal; using Training_Loss instead.
